case,fold,filename,iou,call_seconds,error
D9176429-F30F-4638-A67E-3B87E7ED603D,4,D9176429-F30F-4638-A67E-3B87E7ED603D.png,0.9668784661930439,1.63,
D93BF228-6271-4271-A085-9DAB7155FC66,0,D93BF228-6271-4271-A085-9DAB7155FC66.png,0.385765977543602,2.36,
DE5A30DA-29A4-45BE-B60A-C201A5F11C6F,0,DE5A30DA-29A4-45BE-B60A-C201A5F11C6F.png,0.009646775692156155,1.75,
DEEADDA2-0FC2-422B-B738-F5D274549610,1,DEEADDA2-0FC2-422B-B738-F5D274549610.png,0.9689602071801968,1.54,
E6369A1B-AA37-4B67-AF76-3BC17E3A5885,2,E6369A1B-AA37-4B67-AF76-3BC17E3A5885.png,0.792638663666557,1.67,
ED3ECD0D-3B13-4BE3-8C75-62A1EC8DD047,3,ED3ECD0D-3B13-4BE3-8C75-62A1EC8DD047.png,1.0700031743427505e-05,1.8,
F9A7310C-0DDD-469E-B34D-C270A186070F,4,F9A7310C-0DDD-469E-B34D-C270A186070F.png,0.12659590377099958,1.76,
FA067403-6115-4489-9ED0-2CF26FC2D299,0,FA067403-6115-4489-9ED0-2CF26FC2D299.png,0.23943970894986277,1.72,
FDBC0FDC-D090-4778-A123-232EB71DF3C6,0,FDBC0FDC-D090-4778-A123-232EB71DF3C6.png,0.055902887586055904,1.87,
POLA4_AREA,1,POLA4_AREA.png,0.975376916732289,1.83,
REG_4:36880,2,REG_4_36880.png,0.3640778899182741,1.65,
SSA401,3,SSA401.png,0.9541377243744044,1.74,
SSA402,4,SSA402.png,0.9774357813448236,1.73,
SSA403,0,SSA403.png,0.963864327590974,1.61,
SSA404,1,SSA404.png,0.9231678218384275,1.58,
SSA405,2,SSA405.png,0.07601951761345604,1.59,
SSA407,3,SSA407.png,0.04449968418264431,1.56,
SSA408,4,SSA408.png,0.9081459390034178,1.58,
SSA409,0,SSA409.png,0.9739132131682853,1.57,
SSA410,1,SSA410.png,0.022467110264783183,1.61,
SSA412,2,SSA412.png,0.8596018103791947,1.6,
SSA414,3,SSA414.png,0.9683808242548846,1.51,
SSA415,4,SSA415.png,0.9300064555253428,1.47,
SSA416,0,SSA416.png,0.9574813220407717,1.47,
